Time	Channel 1 (mV)	Channel 2 (mV)	Channel 3 (mV)	Channel 4 (mV)	Channel 5 (mV)	Channel 6 (mV)	Channel 7 (mV)	Channel 8 (mV)	Channel 1_cal (µmol/L)	Channel 2_cal (µmol/L)	Channel 3_cal ()	Channel 4_cal ()	Channel 5_cal ()	Channel 6_cal ()	Channel 7_cal ()	Channel 8_cal ()	Motor 1 (mm)	Motor 2 (mm)	GroupId
29072023 083107.017	-0.08	0.82	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
29072023 083128.419	-0.06	0.79	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
29072023 083149.821	-0.13	0.79	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
29072023 083211.222	-0.18	0.79	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
29072023 083232.624	-0.10	0.72	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
29072023 083254.026	-0.19	0.74	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
29072023 083315.223	-0.19	0.74	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
29072023 083336.624	-0.08	0.73	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
29072023 083358.026	-0.19	0.77	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
29072023 083419.428	-0.18	0.73	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
29072023 083440.830	-0.18	0.73	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
29072023 092603.933	35.00	41.39	n/a	n/a	n/a	n/a	n/a	n/a	0.42	0.43	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
29072023 092625.129	34.92	35.03	n/a	n/a	n/a	n/a	n/a	n/a	0.42	0.35	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
29072023 092646.531	29.23	23.55	n/a	n/a	n/a	n/a	n/a	n/a	0.35	0.22	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
29072023 092707.933	16.47	16.15	n/a	n/a	n/a	n/a	n/a	n/a	0.19	0.13	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
29072023 092729.335	4.60	8.96	n/a	n/a	n/a	n/a	n/a	n/a	0.04	0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
29072023 092750.736	0.42	1.98	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
29072023 092812.138	0.41	1.03	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
29072023 092833.335	0.49	0.93	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
29072023 092854.737	1.20	1.14	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
29072023 092916.138	3.12	1.27	n/a	n/a	n/a	n/a	n/a	n/a	0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
29072023 092937.540	3.18	2.10	n/a	n/a	n/a	n/a	n/a	n/a	0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
29072023 092958.942	1.79	1.62	n/a	n/a	n/a	n/a	n/a	n/a	0.00	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
29072023 093020.139	0.60	1.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
29072023 093041.540	0.15	1.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
29072023 093102.942	0.03	0.95	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
29072023 093124.344	-0.10	0.83	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
29072023 093145.746	-0.15	0.84	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
29072023 093207.147	-0.07	0.84	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
29072023 093228.344	-0.02	0.78	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
29072023 093249.746	-0.18	0.74	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
29072023 093311.148	-0.10	0.74	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
29072023 093332.550	-0.22	0.70	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
29072023 093353.951	-0.09	0.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
29072023 093415.327	-0.19	0.73	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
29072023 093436.550	-0.20	0.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
29072023 093457.951	-0.11	0.73	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
29072023 102621.052	38.09	45.77	n/a	n/a	n/a	n/a	n/a	n/a	0.46	0.48	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
29072023 102642.248	35.20	46.36	n/a	n/a	n/a	n/a	n/a	n/a	0.43	0.48	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
29072023 102703.650	14.47	40.89	n/a	n/a	n/a	n/a	n/a	n/a	0.16	0.42	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
29072023 102725.052	9.44	28.30	n/a	n/a	n/a	n/a	n/a	n/a	0.10	0.27	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
29072023 102746.249	7.41	24.52	n/a	n/a	n/a	n/a	n/a	n/a	0.07	0.23	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
29072023 102807.651	8.03	4.72	n/a	n/a	n/a	n/a	n/a	n/a	0.08	-0.00	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
29072023 102829.052	3.35	2.11	n/a	n/a	n/a	n/a	n/a	n/a	0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
29072023 102850.454	7.62	0.94	n/a	n/a	n/a	n/a	n/a	n/a	0.08	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
29072023 102911.856	6.36	0.87	n/a	n/a	n/a	n/a	n/a	n/a	0.06	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
29072023 102933.257	6.26	3.19	n/a	n/a	n/a	n/a	n/a	n/a	0.06	-0.02	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
29072023 102954.659	7.24	4.33	n/a	n/a	n/a	n/a	n/a	n/a	0.07	-0.01	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
29072023 103015.856	6.14	4.15	n/a	n/a	n/a	n/a	n/a	n/a	0.06	-0.01	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
29072023 103037.258	4.55	4.12	n/a	n/a	n/a	n/a	n/a	n/a	0.04	-0.01	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
29072023 103058.659	2.43	3.81	n/a	n/a	n/a	n/a	n/a	n/a	0.01	-0.01	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
29072023 103120.061	1.25	1.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
29072023 103141.463	1.00	1.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
29072023 103202.864	0.29	0.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
29072023 103224.266	0.32	0.83	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
29072023 103245.668	0.78	0.75	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
29072023 103307.069	0.61	0.74	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
29072023 103328.446	0.17	0.86	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
29072023 103349.668	-0.32	0.91	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
29072023 103411.070	-0.30	0.78	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
29072023 103432.446	-0.34	0.79	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
29072023 103453.847	-0.29	0.76	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
29072023 103515.249	-0.24	0.84	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
29072023 112637.961	47.53	45.20	n/a	n/a	n/a	n/a	n/a	n/a	0.58	0.47	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
29072023 112659.157	50.43	45.55	n/a	n/a	n/a	n/a	n/a	n/a	0.62	0.48	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
29072023 112720.380	51.06	44.59	n/a	n/a	n/a	n/a	n/a	n/a	0.63	0.46	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
29072023 112741.756	49.74	43.20	n/a	n/a	n/a	n/a	n/a	n/a	0.61	0.45	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
29072023 112803.158	44.94	33.80	n/a	n/a	n/a	n/a	n/a	n/a	0.55	0.34	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
29072023 112824.559	31.45	11.83	n/a	n/a	n/a	n/a	n/a	n/a	0.38	0.08	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
29072023 112845.961	18.38	2.50	n/a	n/a	n/a	n/a	n/a	n/a	0.21	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
29072023 112907.363	16.77	1.00	n/a	n/a	n/a	n/a	n/a	n/a	0.19	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
29072023 112928.764	18.94	6.12	n/a	n/a	n/a	n/a	n/a	n/a	0.22	0.01	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
29072023 112950.166	14.14	9.96	n/a	n/a	n/a	n/a	n/a	n/a	0.16	0.06	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
29072023 113011.568	13.28	9.07	n/a	n/a	n/a	n/a	n/a	n/a	0.15	0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
29072023 113032.969	14.14	6.87	n/a	n/a	n/a	n/a	n/a	n/a	0.16	0.02	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
29072023 113054.064	12.41	6.59	n/a	n/a	n/a	n/a	n/a	n/a	0.14	0.02	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
29072023 113115.261	7.62	5.56	n/a	n/a	n/a	n/a	n/a	n/a	0.08	0.01	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
29072023 113136.381	5.29	3.12	n/a	n/a	n/a	n/a	n/a	n/a	0.05	-0.02	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
29072023 113157.578	4.08	1.72	n/a	n/a	n/a	n/a	n/a	n/a	0.03	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
29072023 113218.979	3.33	1.25	n/a	n/a	n/a	n/a	n/a	n/a	0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
29072023 113240.074	2.92	1.09	n/a	n/a	n/a	n/a	n/a	n/a	0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
29072023 113301.271	2.93	0.95	n/a	n/a	n/a	n/a	n/a	n/a	0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
29072023 113322.365	1.91	0.76	n/a	n/a	n/a	n/a	n/a	n/a	0.00	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
29072023 113343.562	0.87	0.87	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
29072023 113404.759	-0.20	0.80	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
29072023 113426.161	-0.24	0.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
29072023 113447.562	-0.28	0.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
29072023 113508.964	-0.22	0.86	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
29072023 113530.366	-0.18	0.73	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
29072023 122652.870	49.77	60.84	n/a	n/a	n/a	n/a	n/a	n/a	0.61	0.65	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
29072023 122714.067	46.12	50.22	n/a	n/a	n/a	n/a	n/a	n/a	0.57	0.53	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
29072023 122735.187	49.82	49.25	n/a	n/a	n/a	n/a	n/a	n/a	0.61	0.52	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
29072023 122756.384	53.14	48.63	n/a	n/a	n/a	n/a	n/a	n/a	0.66	0.51	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
29072023 122817.785	54.91	46.68	n/a	n/a	n/a	n/a	n/a	n/a	0.68	0.49	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
29072023 122839.187	52.57	23.57	n/a	n/a	n/a	n/a	n/a	n/a	0.65	0.22	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
29072023 122900.281	39.87	5.94	n/a	n/a	n/a	n/a	n/a	n/a	0.49	0.01	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
29072023 122921.478	41.33	1.09	n/a	n/a	n/a	n/a	n/a	n/a	0.50	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
29072023 122942.675	30.59	10.34	n/a	n/a	n/a	n/a	n/a	n/a	0.37	0.06	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
29072023 123003.980	27.09	23.68	n/a	n/a	n/a	n/a	n/a	n/a	0.32	0.22	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
29072023 123025.171	27.30	21.31	n/a	n/a	n/a	n/a	n/a	n/a	0.33	0.19	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
29072023 123046.368	27.66	26.40	n/a	n/a	n/a	n/a	n/a	n/a	0.33	0.25	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
29072023 123107.770	22.05	21.38	n/a	n/a	n/a	n/a	n/a	n/a	0.26	0.19	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
29072023 123129.171	17.77	20.20	n/a	n/a	n/a	n/a	n/a	n/a	0.20	0.18	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
29072023 123150.573	17.04	6.22	n/a	n/a	n/a	n/a	n/a	n/a	0.20	0.02	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
29072023 123211.975	14.52	1.56	n/a	n/a	n/a	n/a	n/a	n/a	0.16	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
29072023 123233.274	11.56	1.02	n/a	n/a	n/a	n/a	n/a	n/a	0.13	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
29072023 123254.471	8.68	0.90	n/a	n/a	n/a	n/a	n/a	n/a	0.09	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
29072023 123315.668	9.89	0.84	n/a	n/a	n/a	n/a	n/a	n/a	0.10	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
29072023 123337.069	6.98	0.81	n/a	n/a	n/a	n/a	n/a	n/a	0.07	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
29072023 123358.471	3.22	0.91	n/a	n/a	n/a	n/a	n/a	n/a	0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
29072023 123419.872	-0.19	0.75	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
29072023 123440.967	-0.18	0.69	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
29072023 123502.087	-0.14	0.76	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
29072023 123523.284	-0.20	0.79	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
29072023 123544.481	-0.23	0.67	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
