Time	Channel 1 (mV)	Channel 2 (mV)	Channel 3 (mV)	Channel 4 (mV)	Channel 5 (mV)	Channel 6 (mV)	Channel 7 (mV)	Channel 8 (mV)	Channel 1_cal (µmol/L)	Channel 2_cal (µmol/L)	Channel 3_cal ()	Channel 4_cal ()	Channel 5_cal ()	Channel 6_cal ()	Channel 7_cal ()	Channel 8_cal ()	Motor 1 (mm)	Motor 2 (mm)	GroupId
30072023 201714.644	-0.47	0.14	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.06	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 201736.046	-0.50	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 201757.448	-0.43	0.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 201818.849	-0.34	0.17	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 201840.251	-0.56	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 201901.653	-0.45	0.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 204134.748	-0.48	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 204155.971	-0.51	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 204217.373	-0.43	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 204238.748	-0.49	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 204300.150	-0.38	0.15	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 204321.552	-0.47	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 204342.954	-0.51	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 204404.151	-0.52	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 204425.552	-0.52	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 204446.954	-0.44	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 204508.356	-0.52	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 204529.757	-0.51	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 204551.159	-0.49	0.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 204612.561	-0.47	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 204633.963	-0.42	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 204655.160	-0.39	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 204716.561	-0.51	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 204737.963	-0.46	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 204759.365	-0.45	0.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 204820.766	-0.43	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 204842.168	-0.45	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 204903.570	-0.34	0.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 204924.972	-0.41	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 204946.169	-0.42	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 205007.570	-0.31	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 205028.972	-0.48	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 211302.273	-0.39	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 211323.470	-0.40	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 211344.871	-0.42	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 211406.068	-0.46	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 211427.470	-0.42	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 211448.872	-0.49	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 211510.273	-0.55	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 211531.675	-0.49	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 211553.077	-0.42	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 211614.274	-0.47	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 211635.675	-0.39	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 211657.077	-0.40	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 211718.479	-0.41	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 211739.881	-0.48	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 211801.283	-0.39	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 211822.479	-0.46	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 211843.881	-0.48	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 211905.283	-0.43	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 211926.684	-0.44	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 211948.086	-0.34	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 212009.463	-0.57	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 212030.685	-0.43	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 212052.087	-0.53	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 212113.463	-0.40	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 212134.686	-0.49	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 212156.087	-0.50	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 214429.491	-0.38	0.47	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 214450.688	-0.36	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 214512.089	-0.44	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 214533.491	-0.33	0.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 214554.688	-0.49	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 214616.090	-0.42	0.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 214637.492	-0.43	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 214658.893	-0.44	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 214720.295	-0.38	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 214741.697	-0.38	0.47	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 214802.894	-0.43	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 214824.296	-0.41	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 214845.697	-0.36	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 214907.074	-0.32	0.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 214928.296	-0.37	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 214949.698	-0.34	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 215011.074	-0.34	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 215032.296	-0.29	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 215053.698	-0.37	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 215115.074	-0.41	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 215136.476	-0.32	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 215157.878	-0.36	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 215219.279	-0.44	0.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 215240.476	-0.40	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 215301.878	-0.38	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 215323.280	-0.36	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 221556.684	-0.43	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 221618.188	-0.45	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 221639.590	-0.41	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 221700.992	-0.42	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 221722.393	-0.49	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 221743.795	-0.47	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 221805.197	-0.39	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 221826.598	-0.44	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 221848.000	-0.47	0.17	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 221909.402	-0.42	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 221930.804	-0.40	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 221952.205	-0.44	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 222013.607	-0.44	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 222035.009	-0.48	0.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 222056.488	-0.56	0.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 222117.889	-0.46	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 222139.291	-0.45	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 222200.693	-0.49	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 222222.094	-0.48	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 222243.496	-0.42	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 222304.898	-0.38	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 222326.300	-0.35	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 222347.701	-0.47	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 222409.103	-0.39	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 222430.505	-0.41	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 222451.907	-0.34	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 224725.516	-0.43	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 224746.815	-0.43	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 224808.217	-0.47	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 224829.619	-0.43	0.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 224851.020	-0.45	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 224912.397	-0.38	0.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 224933.798	-0.36	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 224955.200	-0.31	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 225016.602	-0.42	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 225038.004	-0.42	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 225059.405	-0.37	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 225120.602	-0.48	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 225142.004	-0.38	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 225203.406	-0.44	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 225224.808	-0.32	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 225246.209	-0.47	0.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 225307.406	-0.41	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 225328.808	-0.44	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 225350.210	-0.41	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 225411.611	-0.33	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 225433.013	-0.46	0.26	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 225454.415	-0.46	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 225515.817	-0.40	0.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 225537.013	-0.41	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 225558.415	-0.44	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 225619.817	-0.43	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 231853.426	-0.36	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 231914.725	-0.47	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 231936.128	-0.39	0.13	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.06	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 231957.529	-0.47	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 232018.931	-0.36	0.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 232040.333	-0.43	0.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 232101.734	-0.41	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 232123.110	-0.44	0.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 232144.512	-0.52	0.20	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 232205.914	-0.37	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 232227.111	-0.38	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 232248.513	-0.40	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 232309.914	-0.45	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 232331.316	-0.51	0.21	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 232352.820	-0.37	0.27	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 232414.120	-0.48	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 232435.521	-0.41	0.23	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 232457.025	-0.48	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 232518.427	-0.39	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 232539.829	-0.44	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 232601.231	-0.43	0.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 232622.633	-0.44	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
